id,body,date,amount,sender,recipient_name,recipient_phone,fee,new_balance,transaction_type
1372,"TxId: 42838068588. Your payment of 1,000 RWF to Jane Smith 18325 has been completed at 2024-11-26 21:19:18. Your new balance: 19,152 RWF. Fee was 0 RWF.","2024-11-26 19:19:18",1000,"unknown sender","jane smith",18325,0,19152,"Payment to Code Holder"
1373,"*165*S*55000 RWF transferred to Linda Green (250788999999) from 36521838 at 2024-11-26 22:48:16 . Fee was: 250 RWF. New balance: 60052 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-26 20:48:16",55000,"unknown sender","linda green",250788999999,250,60052,"Transfer to Mobile"
1374,"*113*R*A bank deposit of 250000 RWF has been added to your mobile money account at 2024-11-26 22:45:43. Your NEW BALANCE :265552 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-11-26 20:45:43",250000,"unknown sender","your mobile money account at",2024,0,265552,"Bank Deposit"
1375,"*165*S*150000 RWF transferred to Robert Brown (250789888888) from 36521838 at 2024-11-26 22:46:28 . Fee was: 250 RWF. New balance: 115302 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-26 20:46:28",150000,"unknown sender","robert brown",250789888888,250,115302,"Transfer to Mobile"
1376,"TxId: 39305056580. Your payment of 3,600 RWF to Alex Doe 44482 has been completed at 2024-11-26 21:23:28. Your new balance: 15,552 RWF. Fee was 0 RWF.","2024-11-26 19:23:28",3600,"unknown sender","alex doe",44482,0,15552,"Payment to Code Holder"
1377,"You have received 10000 RWF from Jane Smith (*********223) on your mobile money account at 2024-11-27 08:18:01. Message from sender: . Your new balance:70052 RWF. Financial Transaction Id: 38740551775.","2024-11-27 06:18:01",10000,"jane smith",unknown,N/A,0,70052,"Incoming Money"
1378,"*165*S*25000 RWF transferred to Samuel Carter (250790777777) from 36521838 at 2024-11-27 13:10:53 . Fee was: 250 RWF. New balance: 44802 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-27 11:10:53",25000,"unknown sender","samuel carter",250790777777,250,44802,"Transfer to Mobile"
1379,"*165*S*15000 RWF transferred to Linda Green (250791666666) from 36521838 at 2024-11-27 13:11:44 . Fee was: 250 RWF. New balance: 29552 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-27 11:11:44",15000,"unknown sender","linda green",250791666666,250,29552,"Transfer to Mobile"
1380,"TxId: 66106452523. Your payment of 4,500 RWF to Alex Doe 66311 has been completed at 2024-11-27 18:47:13. Your new balance: 19,452 RWF. Fee was 0 RWF.","2024-11-27 16:47:13",4500,"unknown sender","alex doe",66311,0,19452,"Payment to Code Holder"
1381,"*165*S*2000 RWF transferred to Samuel Carter (250790777777) from 36521838 at 2024-11-27 18:46:13 . Fee was: 100 RWF. New balance: 23952 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-27 16:46:13",2000,"unknown sender","samuel carter",250790777777,100,23952,"Transfer to Mobile"
1382,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-11-28 14:41:07. Your NEW BALANCE :55452 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-11-28 12:41:07",50000,"unknown sender","your mobile money account at",2024,0,55452,"Bank Deposit"
1383,"TxId: 20585797761. Your payment of 14,000 RWF to Alex Doe 91714 has been completed at 2024-11-27 21:26:50. Your new balance: 5,452 RWF. Fee was 0 RWF.","2024-11-27 19:26:50",14000,"unknown sender","alex doe",91714,0,5452,"Payment to Code Holder"
1384,"*165*S*7000 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-11-28 14:42:09 . Fee was: 100 RWF. New balance: 48352 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-28 12:42:09",7000,"unknown sender","jane smith",250789888888,100,48352,"Transfer to Mobile"
1385,"TxId: 23077076861. Your payment of 3,500 RWF to Samuel Carter 16167 has been completed at 2024-11-27 13:36:29. Your new balance: 26,052 RWF. Fee was 0 RWF.","2024-11-27 11:36:29",3500,"unknown sender","samuel carter",16167,0,26052,"Payment to Code Holder"
1386,"*113*R*A bank deposit of 20000 RWF has been added to your mobile money account at 2024-11-29 01:09:21. Your NEW BALANCE :39582 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-11-28 23:09:21",20000,"unknown sender","your mobile money account at",2024,0,39582,"Bank Deposit"
1387,"TxId: 56257770091. Your payment of 11,500 RWF to Alex Doe 35724 has been completed at 2024-11-28 23:13:45. Your new balance: 35,852 RWF. Fee was 0 RWF.","2024-11-28 21:13:45",11500,"unknown sender","alex doe",35724,0,35852,"Payment to Code Holder"
1388,"*165*S*15000 RWF transferred to Linda Green (250788999999) from 36521838 at 2024-11-29 00:07:16 . Fee was: 250 RWF. New balance: 20602 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-28 22:07:16",15000,"unknown sender","linda green",250788999999,250,20602,"Transfer to Mobile"
1389,"TxId: 48062023691. Your payment of 1,000 RWF to Robert Brown 97308 has been completed at 2024-11-28 20:53:02. Your new balance: 47,352 RWF. Fee was 0 RWF.","2024-11-28 18:53:02",1000,"unknown sender","robert brown",97308,0,47352,"Payment to Code Holder"
1390,"TxId: 21855529824. Your payment of 3,500 RWF to Alex Doe 86590 has been completed at 2024-11-29 13:42:26. Your new balance: 1,712 RWF. Fee was 0 RWF.","2024-11-29 11:42:26",3500,"unknown sender","alex doe",86590,0,1712,"Payment to Code Holder"
1391,"*165*S*3000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-11-29 02:02:36 . Fee was: 100 RWF. New balance: 6232 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-29 00:02:36",3000,"unknown sender","robert brown",250790777777,100,6232,"Transfer to Mobile"
1392,"*165*S*1000 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-11-29 11:27:57 . Fee was: 20 RWF. New balance: 5212 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-29 09:27:57",1000,"unknown sender","jane smith",250789888888,20,5212,"Transfer to Mobile"
1393,"*165*S*30000 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-11-29 01:10:39 . Fee was: 250 RWF. New balance: 9332 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-28 23:10:39",30000,"unknown sender","alex doe",250790777777,250,9332,"Transfer to Mobile"
1394,"*162*TxId:17140081149*S*Your payment of 2000 RWF to MTN Cash Power with token 50919-80431-28076-85133 has been completed at 2024-11-30 00:11:51. Fee was 0 RWF. Your new balance: 17012 RWF . Message: - -. *EN#","2024-11-29 22:11:51",2000,"unknown sender","mtn cash power with token",50919,0,17012,"Payment to Code Holder"
1395,"TxId: 35022569513. Your payment of 43,700 RWF to Samuel Carter 90805 has been completed at 2024-11-29 23:15:07. Your new balance: 8,012 RWF. Fee was 0 RWF.","2024-11-29 21:15:07",43700,"unknown sender","samuel carter",90805,0,8012,"Payment to Code Holder"
1396,"You have received 11000 RWF from Robert Brown (*********013) on your mobile money account at 2024-11-29 23:15:19. Message from sender: . Your new balance:19012 RWF. Financial Transaction Id: 55628760506.","2024-11-29 21:15:19",11000,"robert brown",unknown,N/A,0,19012,"Incoming Money"
1397,"*113*R*A bank deposit of 100000 RWF has been added to your mobile money account at 2024-11-30 14:22:02. Your NEW BALANCE :110992 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-11-30 12:22:02",100000,"unknown sender","your mobile money account at",2024,0,110992,"Bank Deposit"
1398,"TxId: 89671501317. Your payment of 25,100 RWF to Jane Smith 75635 has been completed at 2024-11-30 14:22:31. Your new balance: 85,892 RWF. Fee was 0 RWF.","2024-11-30 12:22:31",25100,"unknown sender","jane smith",75635,0,85892,"Payment to Code Holder"
1399,"TxId: 11135974601. Your payment of 6,200 RWF to Alex Doe 97609 has been completed at 2024-11-30 14:24:58. Your new balance: 79,692 RWF. Fee was 0 RWF.","2024-11-30 12:24:58",6200,"unknown sender","alex doe",97609,0,79692,"Payment to Code Holder"
1400,"*165*S*1000 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-11-30 13:19:32 . Fee was: 20 RWF. New balance: 10992 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-30 11:19:32",1000,"unknown sender","jane smith",250790777777,20,10992,"Transfer to Mobile"
1401,"*113*R*A bank deposit of 200000 RWF has been added to your mobile money account at 2024-11-30 16:34:05. Your NEW BALANCE :279492 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-11-30 14:34:05",200000,"unknown sender","your mobile money account at",2024,0,279492,"Bank Deposit"
1402,"TxId: 21899972101. Your payment of 208,750 RWF to Linda Green 54562 has been completed at 2024-11-30 16:35:00. Your new balance: 70,742 RWF. Fee was 0 RWF.","2024-11-30 14:35:00",208750,"unknown sender","linda green",54562,0,70742,"Payment to Code Holder"
1403,"*165*S*1500 RWF transferred to Samuel Carter (250791666666) from 36521838 at 2024-11-30 16:54:34 . Fee was: 100 RWF. New balance: 69142 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-30 14:54:34",1500,"unknown sender","samuel carter",250791666666,100,69142,"Transfer to Mobile"
1404,"*165*S*4000 RWF transferred to Alex Doe (250788999999) from 36521838 at 2024-11-30 18:04:15 . Fee was: 100 RWF. New balance: 65042 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-30 16:04:15",4000,"unknown sender","alex doe",250788999999,100,65042,"Transfer to Mobile"
1405,"TxId: 41127800959. Your payment of 16,000 RWF to Alex Doe 35478 has been completed at 2024-11-30 18:47:35. Your new balance: 49,042 RWF. Fee was 0 RWF.","2024-11-30 16:47:35",16000,"unknown sender","alex doe",35478,0,49042,"Payment to Code Holder"
1406,"You have received 271202 RWF from Linda Green (*********683) on your mobile money account at 2024-11-30 19:46:14. Message from sender: . Your new balance:320244 RWF. Financial Transaction Id: 36071803053.","2024-11-30 17:46:14",271202,"linda green",unknown,N/A,0,320244,"Incoming Money"
1407,"*165*S*10000 RWF transferred to Alex Doe (250788999999) from 36521838 at 2024-11-30 19:49:44 . Fee was: 100 RWF. New balance: 310144 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-30 17:49:44",10000,"unknown sender","alex doe",250788999999,100,310144,"Transfer to Mobile"
1408,"*165*S*90000 RWF transferred to Alex Doe (250791666666) from 36521838 at 2024-11-30 19:52:45 . Fee was: 250 RWF. New balance: 219894 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-30 17:52:45",90000,"unknown sender","alex doe",250791666666,250,219894,"Transfer to Mobile"
1409,"*165*S*10000 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-12-01 11:21:50 . Fee was: 100 RWF. New balance: 209794 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-01 09:21:50",10000,"unknown sender","alex doe",250790777777,100,209794,"Transfer to Mobile"
1410,"*165*S*4000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-12-01 20:55:29 . Fee was: 100 RWF. New balance: 205694 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-01 18:55:29",4000,"unknown sender","robert brown",250790777777,100,205694,"Transfer to Mobile"
1411,"*165*S*8000 RWF transferred to Linda Green (250788999999) from 36521838 at 2024-12-02 13:13:06 . Fee was: 100 RWF. New balance: 197594 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-02 11:13:06",8000,"unknown sender","linda green",250788999999,100,197594,"Transfer to Mobile"
1412,"*165*S*75000 RWF transferred to Robert Brown (250788999999) from 36521838 at 2024-12-02 16:13:50 . Fee was: 250 RWF. New balance: 122344 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-02 14:13:50",75000,"unknown sender","robert brown",250788999999,250,122344,"Transfer to Mobile"
1413,"*164*S*Y'ello,A transaction of 300 RWF by INFORMATION TECHNOLOGY  ENGINEERING CONSTRUCTION   ITEC Ltd on your MOMO account was successfully completed at 2024-12-02 16:22:35. Message from debit receiver: ITEC Pay. Your new balance:122044 RWF. Fee was 0 RWF. Financial Transaction Id: 17192081844. External Transaction Id: 96218fc3-5668-401b-bf53-4fd66a9e276f.*EN#","2024-12-02 14:22:35",300,"unknown sender",unknown,N/A,0,122044,"Transactions Initiated by Third Parties"
1414,"*165*S*8000 RWF transferred to Robert Brown (250789888888) from 36521838 at 2024-12-02 17:55:37 . Fee was: 100 RWF. New balance: 113944 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-02 15:55:37",8000,"unknown sender","robert brown",250789888888,100,113944,"Transfer to Mobile"
1415,"*164*S*Y'ello,A transaction of 10000 RWF by Data Bundle MTN on your MOMO account was successfully completed at 2024-12-02 18:12:28. Message from debit receiver: . Your new balance:103944 RWF. Fee was 0 RWF. Financial Transaction Id: 17194680435. External Transaction Id: 17331559272498010.*EN#","2024-12-02 16:12:28",10000,"unknown sender",unknown,N/A,0,103944,"Internet/Voice Bundle Purchase"
1416,"TxId: 46181498529. Your payment of 20,000 RWF to Linda Green 37994 has been completed at 2024-12-02 18:58:15. Your new balance: 83,944 RWF. Fee was 0 RWF.","2024-12-02 16:58:15",20000,"unknown sender","linda green",37994,0,83944,"Payment to Code Holder"
1417,"*165*S*10000 RWF transferred to Alex Doe (250791666666) from 36521838 at 2024-11-22 13:59:11 . Fee was: 100 RWF. New balance: 185 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-11-22 11:59:11",10000,"unknown sender","alex doe",250791666666,100,185,"Transfer to Mobile"
1418,"TxId: 39367315432. Your payment of 2,500 RWF to Linda Green 57210 has been completed at 2024-12-02 19:03:15. Your new balance: 80,424 RWF. Fee was 0 RWF.","2024-12-02 17:03:15",2500,"unknown sender","linda green",57210,0,80424,"Payment to Code Holder"
1419,"TxId: 54832853783. Your payment of 800 RWF to Robert Brown 67564 has been completed at 2024-12-02 19:27:59. Your new balance: 79,624 RWF. Fee was 0 RWF.","2024-12-02 17:27:59",800,"unknown sender","robert brown",67564,0,79624,"Payment to Code Holder"
1420,"TxId: 49470186297. Your payment of 20,000 RWF to Jane Smith 15356 has been completed at 2024-12-02 21:27:24. Your new balance: 59,624 RWF. Fee was 0 RWF.","2024-12-02 19:27:24",20000,"unknown sender","jane smith",15356,0,59624,"Payment to Code Holder"
1421,"*165*S*3000 RWF transferred to Samuel Carter (250789888888) from 36521838 at 2024-12-03 11:08:33 . Fee was: 100 RWF. New balance: 56524 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-03 09:08:33",3000,"unknown sender","samuel carter",250789888888,100,56524,"Transfer to Mobile"
1422,"TxId: 58399013847. Your payment of 40,000 RWF to Samuel Carter 87280 has been completed at 2024-12-03 11:40:54. Your new balance: 16,524 RWF. Fee was 0 RWF.","2024-12-03 09:40:54",40000,"unknown sender","samuel carter",87280,0,16524,"Payment to Code Holder"
1423,"*165*S*10000 RWF transferred to Robert Brown (250789888888) from 36521838 at 2024-12-03 12:04:54 . Fee was: 100 RWF. New balance: 6424 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-03 10:04:54",10000,"unknown sender","robert brown",250789888888,100,6424,"Transfer to Mobile"
1424,"TxId: 32104617984. Your payment of 3,500 RWF to Robert Brown 54734 has been completed at 2024-12-03 13:13:28. Your new balance: 2,924 RWF. Fee was 0 RWF.","2024-12-03 11:13:28",3500,"unknown sender","robert brown",54734,0,2924,"Payment to Code Holder"
1425,"TxId: 70799475893. Your payment of 1,500 RWF to Robert Brown 52041 has been completed at 2024-12-03 19:16:28. Your new balance: 1,424 RWF. Fee was 0 RWF.","2024-12-03 17:16:28",1500,"unknown sender","robert brown",52041,0,1424,"Payment to Code Holder"
1426,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-12-03 21:03:18. Your NEW BALANCE :51424 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-03 19:03:18",50000,"unknown sender","your mobile money account at",2024,0,51424,"Bank Deposit"
1427,"*165*S*15000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-12-03 21:04:31 . Fee was: 250 RWF. New balance: 36174 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-03 19:04:31",15000,"unknown sender","robert brown",250790777777,250,36174,"Transfer to Mobile"
1428,"*165*S*15000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-12-03 21:09:56 . Fee was: 250 RWF. New balance: 20924 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-03 19:09:56",15000,"unknown sender","robert brown",250790777777,250,20924,"Transfer to Mobile"
1429,"*164*S*Y'ello,A transaction of 5000 RWF by Data Bundle MTN on your MOMO account was successfully completed at 2024-11-30 12:48:40. Message from debit receiver: . Your new balance:12012 RWF. Fee was 0 RWF. Financial Transaction Id: 17146971568. External Transaction Id: 17329636532769188.*EN#","2024-11-30 10:48:40",5000,"unknown sender",unknown,N/A,0,12012,"Internet/Voice Bundle Purchase"
1430,"*164*S*Y'ello,A transaction of 200 RWF by INFORMATION TECHNOLOGY  ENGINEERING CONSTRUCTION   ITEC Ltd on your MOMO account was successfully completed at 2024-11-30 14:39:06. Message from debit receiver: ITEC Pay. Your new balance:79492 RWF. Fee was 0 RWF. Financial Transaction Id: 17149096701. External Transaction Id: 65c28253-1297-4c0d-b38b-8edec42fa2e2.*EN#","2024-11-30 12:39:06",200,"unknown sender",unknown,N/A,0,79492,"Transactions Initiated by Third Parties"
1431,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-11-29 23:13:36. Your NEW BALANCE :51712 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-11-29 21:13:36",50000,"unknown sender","your mobile money account at",2024,0,51712,"Bank Deposit"
1432,"*165*S*5000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-12-04 18:09:06 . Fee was: 100 RWF. New balance: 15424 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-04 16:09:06",5000,"unknown sender","robert brown",250790777777,100,15424,"Transfer to Mobile"
1433,"*164*S*Y'ello,A transaction of 300 RWF by INFORMATION TECHNOLOGY  ENGINEERING CONSTRUCTION   ITEC Ltd on your MOMO account was successfully completed at 2024-12-04 18:17:17. Message from debit receiver: ITEC Pay. Your new balance:15124 RWF. Fee was 0 RWF. Financial Transaction Id: 17236283233. External Transaction Id: 2eb6d6d7-83ef-43e8-be2c-79af26d8d3b9.*EN#","2024-12-04 16:17:17",300,"unknown sender",unknown,N/A,0,15124,"Transactions Initiated by Third Parties"
1434,"TxId: 47209547707. Your payment of 11,000 RWF to Alex Doe 43240 has been completed at 2024-12-04 22:57:54. Your new balance: 4,124 RWF. Fee was 0 RWF.","2024-12-04 20:57:54",11000,"unknown sender","alex doe",43240,0,4124,"Payment to Code Holder"
1435,"*164*S*Y'ello,A transaction of 400 RWF by INFORMATION TECHNOLOGY  ENGINEERING CONSTRUCTION   ITEC Ltd on your MOMO account was successfully completed at 2024-12-03 21:17:17. Message from debit receiver: ITEC Pay. Your new balance:20524 RWF. Fee was 0 RWF. Financial Transaction Id: 17219848993. External Transaction Id: 6ed516b1-6031-4395-9072-b895b96561e7.*EN#","2024-12-03 19:17:17",400,"unknown sender",unknown,N/A,0,20524,"Transactions Initiated by Third Parties"
1436,"TxId: 93029036539. Your payment of 3,500 RWF to Alex Doe 48412 has been completed at 2024-12-05 13:07:18. Your new balance: 624 RWF. Fee was 0 RWF.","2024-12-05 11:07:18",3500,"unknown sender","alex doe",48412,0,624,"Payment to Code Holder"
1437,"*113*R*A bank deposit of 30000 RWF has been added to your mobile money account at 2024-12-05 17:59:53. Your NEW BALANCE :30624 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-05 15:59:53",30000,"unknown sender","your mobile money account at",2024,0,30624,"Bank Deposit"
1438,"*165*S*7000 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-12-05 18:00:22 . Fee was: 100 RWF. New balance: 23524 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-05 16:00:22",7000,"unknown sender","alex doe",250790777777,100,23524,"Transfer to Mobile"
1439,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-12-07 12:56:26. Your NEW BALANCE :59124 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-07 10:56:26",50000,"unknown sender","your mobile money account at",2024,0,59124,"Bank Deposit"
1440,"TxId: 89862603085. Your payment of 27,600 RWF to Alex Doe 88215 has been completed at 2024-12-07 12:57:19. Your new balance: 31,524 RWF. Fee was 0 RWF.","2024-12-07 10:57:19",27600,"unknown sender","alex doe",88215,0,31524,"Payment to Code Holder"
1441,"*164*S*Y'ello,A transaction of 900 RWF by INFORMATION TECHNOLOGY  ENGINEERING CONSTRUCTION   ITEC Ltd on your MOMO account was successfully completed at 2024-12-06 19:22:45. Message from debit receiver: ITEC Pay. Your new balance:9124 RWF. Fee was 0 RWF. Financial Transaction Id: 17278839589. External Transaction Id: 9838017e-bba5-4d1f-b7a9-e57bc604e41d.*EN#","2024-12-06 17:22:45",900,"unknown sender",unknown,N/A,0,9124,"Transactions Initiated by Third Parties"
1442,"TxId: 33953051219. Your payment of 6,532 RWF to Alex Doe 16921 has been completed at 2024-12-07 17:40:00. Your new balance: 14,892 RWF. Fee was 0 RWF.","2024-12-07 15:40:00",6532,"unknown sender","alex doe",16921,0,14892,"Payment to Code Holder"
1443,"TxId: 15669847093. Your payment of 11,000 RWF to Samuel Carter 58202 has been completed at 2024-12-05 22:01:40. Your new balance: 10,024 RWF. Fee was 0 RWF.","2024-12-05 20:01:40",11000,"unknown sender","samuel carter",58202,0,10024,"Payment to Code Holder"
1444,"*165*S*10000 RWF transferred to Jane Smith (250791666666) from 36521838 at 2024-12-07 13:47:44 . Fee was: 100 RWF. New balance: 21424 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-07 11:47:44",10000,"unknown sender","jane smith",250791666666,100,21424,"Transfer to Mobile"
1445,"TxId: 99213721569. Your payment of 2,500 RWF to Jane Smith 54123 has been completed at 2024-12-05 19:47:02. Your new balance: 21,024 RWF. Fee was 0 RWF.","2024-12-05 17:47:02",2500,"unknown sender","jane smith",54123,0,21024,"Payment to Code Holder"
1446,"*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-12-08 19:25:23. Your NEW BALANCE :50792 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-08 17:25:23",50000,"unknown sender","your mobile money account at",2024,0,50792,"Bank Deposit"
1447,"TxId: 37194978837. Your payment of 3,300 RWF to Linda Green 28118 has been completed at 2024-12-08 19:26:39. Your new balance: 47,492 RWF. Fee was 0 RWF.","2024-12-08 17:26:39",3300,"unknown sender","linda green",28118,0,47492,"Payment to Code Holder"
1448,"*165*S*10000 RWF transferred to Linda Green (250789888888) from 36521838 at 2024-12-08 16:15:01 . Fee was: 100 RWF. New balance: 3792 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-08 14:15:01",10000,"unknown sender","linda green",250789888888,100,3792,"Transfer to Mobile"
1449,"TxId: 95870127706. Your payment of 3,000 RWF to Linda Green 92842 has been completed at 2024-12-08 17:19:49. Your new balance: 792 RWF. Fee was 0 RWF.","2024-12-08 15:19:49",3000,"unknown sender","linda green",92842,0,792,"Payment to Code Holder"
1450,"TxId: 41885909187. Your payment of 1,000 RWF to Jane Smith 70736 has been completed at 2024-12-07 17:57:22. Your new balance: 13,892 RWF. Fee was 0 RWF.","2024-12-07 15:57:22",1000,"unknown sender","jane smith",70736,0,13892,"Payment to Code Holder"
1451,"TxId: 71359588682. Your payment of 4,000 RWF to Samuel Carter 26869 has been completed at 2024-12-08 19:34:00. Your new balance: 43,492 RWF. Fee was 0 RWF.","2024-12-08 17:34:00",4000,"unknown sender","samuel carter",26869,0,43492,"Payment to Code Holder"
1452,"*165*S*30000 RWF transferred to Alex Doe (250791666666) from 36521838 at 2024-12-09 14:13:36 . Fee was: 250 RWF. New balance: 13242 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#","2024-12-09 12:13:36",30000,"unknown sender","alex doe",250791666666,250,13242,"Transfer to Mobile"
1453,"TxId: 37711041058. Your payment of 1,000 RWF to Alex Doe 47347 has been completed at 2024-12-09 21:31:46. Your new balance: 12,242 RWF. Fee was 0 RWF.","2024-12-09 19:31:46",1000,"unknown sender","alex doe",47347,0,12242,"Payment to Code Holder"
1454,"*113*R*A bank deposit of 10000 RWF has been added to your mobile money account at 2024-12-09 23:43:35. Your NEW BALANCE :22242 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-09 21:43:35",10000,"unknown sender","your mobile money account at",2024,0,22242,"Bank Deposit"
1455,"TxId: 94221988885. Your payment of 17,500 RWF to Samuel Carter 67760 has been completed at 2024-12-09 23:44:06. Your new balance: 4,742 RWF. Fee was 0 RWF.","2024-12-09 21:44:06",17500,"unknown sender","samuel carter",67760,0,4742,"Payment to Code Holder"
1456,"TxId: 72231619373. Your payment of 1,000 RWF to Robert Brown 11851 has been completed at 2024-12-10 16:45:04. Your new balance: 6,142 RWF. Fee was 0 RWF.","2024-12-10 14:45:04",1000,"unknown sender","robert brown",11851,0,6142,"Payment to Code Holder"
1457,"TxId: 66539582201. Your payment of 1,500 RWF to Alex Doe 88184 has been completed at 2024-12-10 20:03:46. Your new balance: 2,142 RWF. Fee was 0 RWF.","2024-12-10 18:03:46",1500,"unknown sender","alex doe",88184,0,2142,"Payment to Code Holder"
1458,"*113*R*A bank deposit of 8000 RWF has been added to your mobile money account at 2024-12-10 13:34:34. Your NEW BALANCE :8742 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-10 11:34:34",8000,"unknown sender","your mobile money account at",2024,0,8742,"Bank Deposit"
1459,"TxId: 46343939313. Your payment of 2,000 RWF to Alex Doe 57668 has been completed at 2024-12-10 20:07:21. Your new balance: 142 RWF. Fee was 0 RWF.","2024-12-10 18:07:21",2000,"unknown sender","alex doe",57668,0,142,"Payment to Code Holder"
1460,"*113*R*A bank deposit of 10000 RWF has been added to your mobile money account at 2024-12-11 13:33:37. Your NEW BALANCE :10142 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-11 11:33:37",10000,"unknown sender","your mobile money account at",2024,0,10142,"Bank Deposit"
1461,"*113*R*A bank deposit of 10000 RWF has been added to your mobile money account at 2024-12-11 14:58:07. Your NEW BALANCE :13042 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#","2024-12-11 12:58:07",10000,"unknown sender","your mobile money account at",2024,0,13042,"Bank Deposit"
